participant,sex,age,relat,income,DS_Inst,DS1,DS2,DS3,DS4,DS5,DS6,DS7,Target,Value,Alex_inst,Alex_height,Alex_weight,Alex_age,Alex_wealth,Alex_intelligent,Alex_attractive,Alex_kind,Alex_honest,Alex_care,comfort_inst,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,WTR_INST,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_Exclude
260,1,44,1,19,1,5,5,4,4,5,3,5,5,0,1,11,10,14,5,6,6,4,3,8,1,3,3,3,2,3,2,3,2,3,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
368,1,44,2,1,1,6,3,2,7,3,4,4,20,1,1,12,10,8,5,6,8,9,9,7,1,2,1,2,1,2,4,3,3,1,2,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
369,1,44,1,14,1,7,4,3,6,3,5,4,16,1,1,11,8,11,6,8,9,9,10,9,1,1,1,4,1,1,3,2,1,1,4,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
435,2,44,1,16,1,7,4,7,7,7,7,7,1,1,1,15,16,26,4,6,5,8,7,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
463,1,44,1,6,1,5,3,4,5,3,7,6,11,1,1,9,8,9,5,8,7,10,10,11,1,1,3,1,1,3,4,1,1,2,6,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
469,2,44,1,16,1,4,1,3,2,4,2,3,34,1,1,8,7,9,6,9,8,10,10,9,1,7,7,5,1,1,4,3,2,6,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
471,2,44,1,6,1,5,4,4,6,3,4,6,23,1,1,10,8,18,6,10,8,10,10,11,1,6,3,6,2,3,2,6,7,5,7,1,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
478,1,44,2,10,1,3,3,2,2,2,2,5,4,0,1,13,10,15,6,7,8,1,1,6,1,2,3,2,1,2,2,2,3,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
517,2,44,1,16,1,4,5,4,4,5,6,2,14,1,1,13,10,13,9,9,7,10,10,1,1,5,5,5,2,3,6,4,2,6,5,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
558,1,44,1,2,1,7,6,7,2,7,2,7,21,1,1,2,2,8,7,6,10,10,7,6,1,1,1,3,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,1.15,0,0,0,0,0,-0.05,-0.25,0
563,2,44,1,1,1,6,6,6,4,6,3,6,40,0,1,4,1,11,6,7,6,3,7,4,1,1,1,1,1,1,3,2,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
573,1,44,1,18,1,6,4,4,5,5,5,6,15,1,1,9,7,2,8,9,9,9,8,6,1,1,4,2,1,4,2,3,2,1,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
658,1,44,1,15,1,5,3,2,3,4,4,5,17,1,1,13,11,11,6,8,8,10,11,8,1,3,3,6,2,4,5,5,5,3,4,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
786,2,44,1,15,1,4,5,4,2,4,5,5,34,1,1,7,5,11,3,9,9,10,10,9,1,3,4,5,1,2,3,4,1,2,3,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
789,1,44,2,4,1,6,4,3,5,4,5,4,35,1,1,9,4,11,7,8,6,9,8,7,1,4,4,3,5,3,3,6,4,5,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
793,1,44,1,27,1,6,4,5,6,5,3,6,7,0,1,12,8,6,6,6,6,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
802,2,44,2,3,1,6,4,4,4,5,4,5,23,0,1,11,9,18,1,3,1,1,6,6,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
812,1,44,1,24,1,3,4,2,5,6,2,2,25,1,1,5,7,16,5,7,6,10,10,11,1,5,3,6,3,3,1,4,5,5,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
813,2,44,1,4,1,4,4,5,3,4,4,6,33,0,1,6,4,10,5,7,6,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0
836,1,44,1,6,1,5,6,6,6,6,6,6,37,0,1,6,4,17,6,7,7,7,5,6,1,2,5,2,2,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
841,2,44,2,12,1,3,5,4,3,3,5,7,7,1,1,14,10,6,6,7,6,9,10,10,1,2,1,4,1,2,1,3,1,2,2,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
27,2,43,1,4,1,7,7,5,4,6,7,6,23,0,1,8,14,15,6,8,3,2,2,4,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
61,1,43,1,11,1,5,5,4,3,4,3,3,17,1,1,11,8,11,7,9,8,9,9,7,1,5,4,6,4,3,4,4,3,4,5,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
230,1,43,2,18,1,6,3,5,4,6,4,5,23,0,1,8,9,19,6,6,4,3,4,6,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
271,2,43,1,12,1,5,4,4,5,5,4,7,9,1,1,11,13,11,8,9,3,10,10,11,1,3,1,3,2,4,2,4,1,2,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.45,0
371,2,43,1,7,1,7,6,6,7,6,6,6,25,0,1,7,6,19,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
391,1,43,1,8,1,7,2,5,5,4,5,7,8,0,1,11,7,11,8,8,5,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
439,2,43,1,7,1,5,6,4,4,6,4,4,25,0,1,6,6,18,7,8,4,4,3,6,1,2,2,2,1,2,1,3,2,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
462,2,43,2,15,1,6,7,5,7,7,6,6,23,0,1,9,10,11,7,9,3,3,2,6,1,2,1,5,1,1,3,4,2,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
480,2,43,1,11,1,6,3,6,2,5,4,3,19,0,1,8,8,9,4,6,9,3,2,3,1,1,2,1,1,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
532,2,43,2,14,1,6,3,6,4,5,5,6,21,1,1,11,7,15,6,8,6,9,9,11,1,2,2,4,1,4,2,6,6,4,3,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
565,2,43,2,5,1,4,3,4,3,4,4,5,25,0,1,5,5,19,6,7,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
603,2,43,2,22,1,7,4,4,4,4,7,5,11,1,1,9,8,5,7,7,5,9,9,8,1,3,1,1,2,1,1,1,1,2,3,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
642,1,43,2,4,1,7,6,5,5,5,3,6,30,1,1,7,4,11,4,7,7,11,11,11,1,5,6,7,3,3,2,6,3,3,5,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
647,1,43,1,6,1,4,6,5,5,7,7,7,19,1,1,11,10,11,7,8,8,10,10,11,1,2,1,1,1,1,3,2,1,1,4,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
726,2,43,1,15,1,7,7,7,7,7,7,7,5,0,1,9,9,15,5,4,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
748,2,43,1,12,1,7,6,7,4,6,4,7,7,0,1,10,8,11,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
792,1,43,1,30,1,4,3,4,3,4,5,6,15,0,1,9,8,9,5,4,7,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
866,2,43,1,5,1,7,5,5,7,7,5,7,12,0,1,14,8,6,8,8,8,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
870,1,43,2,10,1,6,1,2,5,4,4,5,11,1,1,9,7,5,7,8,6,9,9,4,1,1,2,3,1,5,3,5,3,1,6,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
893,2,43,2,5,1,6,4,4,4,4,4,5,23,1,1,7,10,24,6,8,6,8,8,8,1,3,4,4,1,4,3,5,3,4,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
78,2,42,1,13,1,7,2,4,4,5,2,4,26,0,1,6,4,8,4,2,1,1,1,6,1,1,1,1,1,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
121,1,42,1,11,1,4,3,5,5,7,3,5,16,0,1,7,8,23,6,6,3,2,4,3,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
135,1,42,1,8,1,4,4,5,3,6,3,7,17,0,1,8,9,15,8,4,3,1,1,1,1,1,2,3,1,1,2,4,4,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
140,2,42,1,14,1,7,6,4,4,6,5,5,37,1,1,5,4,15,5,8,6,11,11,9,1,2,2,3,2,2,4,4,1,2,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
145,1,42,1,9,1,5,6,2,6,5,4,5,10,0,1,9,6,15,6,5,6,2,1,6,1,1,3,2,1,3,4,2,3,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
153,1,42,1,4,1,4,6,5,4,5,4,6,6,0,1,7,13,8,8,7,4,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
209,2,42,1,18,1,6,6,4,5,4,3,7,7,0,1,11,12,8,6,5,7,1,1,4,1,2,3,4,1,4,2,4,1,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
241,2,42,2,5,1,7,5,3,6,6,7,7,39,0,1,7,5,15,8,6,8,4,2,5,1,2,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
274,2,42,1,30,1,7,5,4,4,5,5,6,35,0,1,3,3,5,3,3,6,1,1,1,1,2,1,3,3,4,3,3,2,3,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
326,1,42,1,20,1,6,3,3,5,4,4,3,12,0,1,11,9,8,4,7,8,4,4,9,1,4,2,3,2,2,4,3,3,3,5,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
329,2,42,1,1,1,7,6,4,7,4,7,5,12,0,1,9,13,8,9,8,3,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1.55,1.35,0,0,0,0,0,0.15,0,-0.45,1.55,1.35,0,0,0,0,0,0.15,0,-0.45,1.55,1.35,1.15,0.95,0,0,0,0.15,0,-0.45,0
379,2,42,1,20,1,7,3,3,4,4,7,3,23,1,1,9,7,16,6,9,6,10,10,10,1,1,1,1,1,1,3,3,1,1,1,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
411,2,42,1,4,1,4,5,3,6,4,3,7,6,0,1,11,15,15,6,5,4,2,2,2,1,1,1,2,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
416,1,42,2,4,1,5,3,2,5,4,4,4,28,1,1,7,5,8,5,6,8,8,7,8,1,5,2,5,3,3,3,6,2,3,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
422,2,42,1,30,1,6,5,3,4,4,3,5,30,0,1,3,6,20,5,4,3,1,1,3,1,1,1,3,1,3,3,5,3,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
572,1,42,2,1,1,3,5,4,3,3,4,6,15,0,1,12,9,6,7,4,6,2,2,3,1,3,2,2,2,2,3,2,2,3,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
613,2,42,1,6,1,6,6,6,6,6,3,6,32,0,1,5,3,10,8,8,7,3,1,3,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0
660,2,42,1,30,1,7,2,3,2,4,2,4,28,0,1,8,4,9,7,8,6,1,1,8,1,1,2,2,1,1,1,5,3,1,1,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
665,1,42,1,15,1,4,6,5,2,6,4,7,32,0,1,8,3,6,6,7,8,2,2,1,1,3,1,2,1,4,4,2,2,3,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
681,1,42,2,15,1,7,6,3,2,4,7,7,40,0,1,8,7,14,7,8,7,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
777,1,42,2,9,1,6,3,3,3,5,6,5,16,1,1,10,5,3,7,9,7,11,11,9,1,6,1,1,1,1,3,5,3,2,5,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
18,1,41,1,15,1,3,6,4,1,7,1,7,6,1,1,10,12,14,5,6,4,9,9,9,1,3,1,3,1,1,1,4,5,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
146,2,41,1,8,1,5,4,3,2,4,5,6,10,1,1,13,9,13,8,9,9,10,10,9,1,3,2,6,1,5,1,6,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
169,2,41,2,4,1,5,3,2,5,4,3,6,7,0,1,8,16,13,3,7,7,2,4,6,1,1,3,2,1,3,4,1,3,3,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
182,2,41,2,14,1,5,5,5,5,5,4,6,30,0,1,8,6,13,8,7,5,2,2,1,1,1,2,3,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
220,2,41,1,9,1,5,4,4,3,5,3,5,34,0,1,6,4,13,2,3,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0,0,0.15,-0.05,-0.25,0
304,2,41,1,22,1,5,4,4,4,4,6,6,25,1,1,7,7,14,6,7,7,9,9,8,1,2,2,3,2,2,3,2,3,2,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
355,2,41,2,2,1,7,1,5,2,3,7,3,29,1,1,5,5,11,7,8,7,9,10,8,1,2,1,6,1,2,6,7,2,1,1,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
434,2,41,2,11,1,7,6,2,2,7,4,3,10,1,1,13,10,15,7,10,7,11,11,11,1,1,3,3,1,2,3,3,2,4,2,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0,0.35,0.15,-0.05,-0.25,0
441,2,41,1,4,1,4,5,1,4,3,4,2,13,0,1,9,10,9,7,9,6,1,3,9,1,1,1,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
576,2,41,1,20,1,3,5,5,4,4,7,6,2,1,1,8,10,11,7,8,6,8,8,7,1,3,2,4,1,4,2,3,2,3,3,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0,0.35,0.15,-0.05,-0.25,0
711,1,41,2,5,1,5,4,2,2,3,5,3,13,0,1,10,7,6,4,7,6,3,2,3,1,2,2,4,2,3,2,2,1,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
849,1,41,2,7,1,3,5,4,3,5,4,6,6,0,1,10,9,17,7,5,6,3,3,3,1,2,3,3,2,2,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
852,2,41,1,8,1,4,4,5,5,5,4,3,12,1,1,11,6,11,7,9,7,7,8,9,1,7,4,3,3,1,3,7,3,4,3,1,1.55,0,1.15,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0
29,1,40,1,17,1,3,2,1,1,1,1,2,11,0,1,10,16,11,4,4,1,2,2,3,1,2,1,1,2,3,6,2,6,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
94,2,40,1,6,1,6,4,5,4,5,3,6,16,1,1,11,8,7,7,8,6,9,10,10,1,2,2,4,1,1,5,3,1,2,4,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
113,1,40,1,15,1,6,7,6,7,7,5,7,23,1,1,6,11,16,7,8,5,10,10,10,1,7,1,7,2,4,3,5,1,7,4,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
217,2,40,1,10,1,5,2,2,5,2,3,5,30,0,1,6,5,20,7,7,6,2,2,6,1,3,5,5,2,3,3,6,3,2,3,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
242,2,40,1,26,1,4,2,2,4,4,5,3,16,1,1,12,10,7,5,9,8,10,10,10,1,6,6,7,5,7,7,7,5,6,6,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
268,2,40,2,8,1,6,3,2,5,3,7,4,30,1,1,6,5,18,7,9,6,10,10,9,1,3,1,4,1,3,3,4,1,2,1,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
300,1,40,1,13,1,4,4,4,3,3,3,6,13,1,1,11,9,9,11,9,5,11,10,10,1,3,3,4,2,3,2,3,2,3,4,1,0,0,1.15,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
436,1,40,1,18,1,5,4,5,6,5,4,6,15,0,1,9,8,9,5,5,3,4,4,6,1,3,3,3,2,2,2,3,2,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
456,1,40,1,16,1,7,2,3,3,4,4,5,27,0,1,2,6,16,6,5,4,6,5,6,1,3,3,3,5,2,4,4,5,1,3,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
