participant,sex,age,relat,income,poli_soc,poli_econ,trust_gen,DS1,DS2,DS3,DS4,DS5,DS6,DS7,relationship_category,part_leng,part_sex,part_age,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,37_54,37_46,37_39,37_31,37_24,37_17,37_9,37_2,37_-6,37_-13,23_33,23_29,23_24,23_20,23_15,23_10,23_6,23_1,23_-3,23_-8,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,68_99,68_85,68_71,68_58,68_44,68_31,68_17,68_3,68_-10,68_-24,English_exclude
1,2,21,1,4,3,6,9,7,5,5,6,5,6,6,4,4,1,22,4,2,2,1,2,2,2,2,5,1,4,3,6,2,3,2,4,3,4,3,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
2,2,22,2,1,2,2,5,5,3,4,4,5,7,4,2,8,2,21,4,2,4,4,4,4,2,4,4,4,7,5,7,6,5,7,7,5,6,3,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
3,1,25,2,1,4,4,4,3,2,2,3,3,2,4,2,13,1,26,4,4,3,4,4,4,4,4,3,4,7,6,6,6,4,6,7,6,5,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
4,2,28,1,5,7,7,8,7,5,1,7,5,7,4,4,9,2,25,5,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
5,1,38,1,20,2,2,2,6,6,3,5,7,5,5,3,8,1,44,3,2,4,2,2,4,3,4,3,2,6,6,5,5,4,5,5,2,7,5,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
6,1,49,1,20,3,6,7,4,3,3,3,4,2,3,3,6,1,49,2,4,4,4,2,4,3,4,4,4,3,5,5,2,5,3,5,5,3,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
7,2,32,1,10,4,4,8,7,7,7,7,7,7,7,1,9,1,39,5,5,4,1,1,3,5,3,5,5,7,7,7,1,7,7,7,1,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
8,2,39,1,16,6,6,7,6,4,5,5,5,5,6,4,13,1,40,5,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
9,2,47,2,7,1,1,7,6,3,4,3,6,2,6,2,13,2,55,4,4,4,5,4,3,4,4,4,4,7,6,7,3,7,6,7,4,7,6,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
10,2,19,2,10,4,4,3,7,2,4,5,6,6,3,4,4,2,34,3,1,1,3,3,1,2,4,1,4,4,1,6,3,4,4,4,1,5,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
11,1,26,1,9,2,2,9,3,2,2,3,2,4,3,1,13,2,26,4,4,2,4,4,2,3,4,2,5,7,6,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
12,1,29,1,11,2,2,7,4,2,2,3,3,4,4,1,5,2,28,2,4,4,2,2,4,3,4,2,4,7,6,7,6,7,6,7,6,7,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
13,1,44,1,20,3,5,2,6,5,3,4,5,5,6,1,13,2,40,3,5,3,5,4,4,2,4,5,5,7,5,7,5,7,6,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
14,1,71,1,20,3,3,6,5,5,3,3,5,5,4,1,4,2,64,3,3,2,3,4,5,4,4,3,5,6,5,5,4,4,3,5,4,4,4,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
15,1,32,2,10,2,6,8,4,5,6,6,5,4,6,4,13,1,50,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
16,2,63,2,10,2,2,5,4,5,5,4,5,3,6,2,13,2,59,4,3,3,4,4,4,2,3,5,4,1,1,4,1,2,1,2,4,1,1,0,1.35,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,1.15,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0,0.15,-0.05,-0.25,0
17,1,28,1,11,5,5,4,7,2,7,3,7,6,4,4,8,2,26,5,3,4,2,1,3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1.55,1.35,1.15,0.95,0.75,0.55,0,0,-0.05,-0.25,1.55,1.35,0,0.95,0,0,0,0,-0.05,-0.25,1.55,1.35,1.15,0.95,0,0.55,0,0,-0.05,-0.25,1.55,1.35,0,0,0,0,0.35,0,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0,0,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0,0,-0.05,-0.25,0
18,1,33,1,20,1,2,6,6,5,4,3,4,3,5,1,12,2,30,3,2,2,4,5,4,2,3,4,4,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
19,2,33,1,19,5,5,7,5,6,5,5,6,6,5,3,7,2,27,1,2,3,2,1,2,2,2,2,2,6,6,6,4,6,6,6,4,6,6,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
20,2,52,1,12,1,2,3,5,3,3,5,5,5,4,4,11,1,35,4,2,1,2,2,1,2,3,4,2,2,2,2,2,1,2,2,1,3,2,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
21,1,52,1,13,1,2,7,4,2,2,3,4,2,3,3,10,2,46,3,3,2,3,3,2,2,3,3,4,6,6,6,5,5,5,6,6,4,6,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
22,2,36,1,2,3,2,7,4,5,4,3,3,3,7,1,4,2,33,4,2,5,4,3,4,5,4,5,4,7,6,7,6,5,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
23,2,27,1,1,2,2,4,7,4,4,6,4,4,6,1,7,1,29,5,5,2,5,5,5,5,5,5,5,7,7,7,1,7,7,7,7,7,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
24,1,31,1,1,2,1,11,6,7,7,6,7,7,6,1,1,2,22,4,1,4,2,1,5,2,2,4,2,7,7,7,7,6,6,7,7,6,6,1.55,1.35,1.15,0.95,0,0.55,0.35,0,-0.05,-0.45,1.55,0,1.15,0.95,0.75,0.55,0.35,0,0,-0.25,0,1.35,0,0.95,0.75,0.55,0,0,-0.05,-0.25,0,0,1.15,0,0.75,0,0,0,-0.05,-0.45,1.55,1.35,0,0.95,0,0,0.35,0.15,0,-0.25,0,0,1.15,0.95,0.75,0,0,0.15,-0.05,-0.45,0
25,2,53,2,8,7,7,10,6,4,3,3,4,3,6,3,4,1,30,5,5,4,5,5,5,3,5,5,5,2,2,6,3,2,3,3,4,4,3,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
26,1,46,1,20,2,2,7,6,4,6,4,5,4,7,3,3,2,42,5,4,3,3,5,4,2,4,5,5,7,3,7,6,7,7,7,6,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.45,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
27,1,29,2,14,6,6,8,5,5,4,4,4,5,5,4,13,1,32,2,2,2,1,4,2,2,2,2,2,4,3,3,3,3,3,6,3,3,5,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
28,2,29,1,4,2,6,5,4,5,5,4,3,6,6,1,2,1,30,2,5,2,1,1,2,5,5,4,5,1,7,5,2,7,5,7,3,2,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
29,1,39,2,10,2,3,9,5,4,3,3,5,4,7,3,8,2,27,2,5,2,4,2,5,2,4,2,5,4,1,3,1,1,4,4,3,5,3,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
30,1,33,1,5,2,2,7,4,3,4,3,4,5,6,2,13,1,41,2,4,4,4,2,4,2,4,4,4,2,5,5,2,2,3,5,4,2,3,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
31,1,35,2,2,1,1,8,4,4,3,4,3,2,5,3,13,1,38,2,2,3,2,2,2,2,4,2,2,6,6,6,3,5,6,6,4,6,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
32,1,25,1,8,5,6,5,5,2,4,3,4,5,7,2,6,2,22,3,5,4,5,4,3,2,4,2,5,6,6,6,2,4,7,6,5,7,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
33,2,41,1,19,6,7,4,4,1,1,5,2,7,4,2,13,1,40,4,3,2,5,5,5,2,2,5,5,7,7,7,7,7,7,7,7,7,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
34,1,35,1,16,3,6,7,7,6,6,4,6,6,7,2,12,1,33,2,4,3,3,4,2,4,3,4,4,5,3,6,3,6,5,2,6,3,3,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,0,-0.25,0,0,0,0.95,0,0.55,0.35,0,-0.05,-0.25,0,1.35,1.15,0,0.75,0,0.35,0,-0.05,-0.45,1.55,1.35,0,0.95,0,0.55,0.35,0.15,0,-0.45,0,1.35,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0,-0.05,-0.45,0
35,1,44,1,9,4,4,8,6,7,4,5,5,6,4,3,12,1,48,2,2,3,1,1,4,3,1,1,4,3,2,3,1,2,2,2,1,2,1,0,1.35,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
36,2,32,1,20,1,1,9,5,2,1,4,2,6,2,1,13,1,38,4,4,4,4,3,4,5,2,2,5,7,7,7,7,7,4,7,6,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
37,2,29,1,12,3,4,9,3,5,4,4,7,4,4,4,4,2,26,2,3,2,3,2,4,2,2,3,3,3,3,3,5,6,3,5,5,3,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0
38,1,31,1,5,1,1,11,4,1,2,3,3,2,4,4,1,1,49,1,2,4,3,3,1,1,4,2,4,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
39,2,45,2,4,3,5,5,5,6,3,4,5,4,4,3,11,2,52,4,4,2,4,4,4,2,2,4,5,5,4,5,2,3,5,5,4,5,6,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0
40,2,27,1,9,7,7,6,7,7,4,4,4,7,6,3,4,1,27,5,2,5,1,5,3,1,3,5,5,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
41,2,40,1,12,2,2,8,6,4,7,4,7,7,6,2,12,2,42,4,2,1,5,4,3,4,4,1,2,4,5,6,1,3,4,5,4,6,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0.55,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
42,1,26,2,6,5,3,4,4,5,3,4,6,5,3,4,13,1,26,2,1,2,1,1,5,1,1,4,1,3,1,3,1,1,2,3,2,1,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
43,2,34,1,9,2,3,7,4,6,4,4,4,3,7,2,13,2,33,2,2,3,4,1,2,3,2,2,5,7,7,7,1,7,7,7,5,7,6,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
44,1,43,1,12,6,6,4,4,5,5,3,3,4,6,1,6,2,42,4,3,4,4,4,3,2,4,2,4,7,6,7,6,6,6,7,6,6,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
45,2,27,1,9,1,1,8,6,3,5,4,5,5,6,1,9,1,27,4,4,4,4,4,4,4,4,4,5,7,6,7,7,6,7,7,7,7,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
46,2,22,1,9,4,4,6,6,5,4,5,5,7,7,1,13,1,24,4,4,2,4,3,4,2,4,4,5,7,7,7,4,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
47,2,55,1,12,2,4,4,5,4,4,2,4,4,5,2,13,2,57,2,2,2,2,2,2,1,2,2,2,5,5,6,3,5,6,7,6,6,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
48,2,35,1,20,2,2,1,7,4,7,7,7,7,7,1,13,1,58,3,2,1,5,5,3,4,2,5,2,6,1,7,1,1,7,1,1,6,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
49,1,26,2,6,3,3,7,5,4,3,3,4,4,2,4,7,1,26,2,2,2,4,4,2,2,2,2,2,3,2,1,1,3,2,2,2,3,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
